,,,,,Monthly,,,,,,,,Annual,,,,,,,,Rankings,,,,
628,IL,17063,Grundy County,1p4c,1596,1245,1793,1287,1006,1110,1570,9606,"$19,152","$14,940","$21,516","$15,444","$12,072","$13,320","$18,840","$115,272","  64,124 ",102,54,100,9
628,IL,17063,Grundy County,2p0c,947,647,1361,775,564,0,785,5079,"$11,364","$7,764","$16,332","$9,300","$6,768",$0,"$9,420","$60,948","  64,124 ",102,54,100,9
628,IL,17063,Grundy County,2p1c,1247,806,1498,1000,727,641,988,6906,"$14,964","$9,672","$17,976","$12,000","$8,724","$7,692","$11,856","$82,872","  64,124 ",102,54,100,9
628,IL,17063,Grundy County,2p2c,1247,1019,1589,1225,802,999,1019,7900,"$14,964","$12,228","$19,068","$14,700","$9,624","$11,988","$12,228","$94,800","  64,124 ",102,54,100,9
628,IL,17063,Grundy County,2p3c,1596,1245,1721,1450,1006,1110,1229,9356,"$19,152","$14,940","$20,652","$17,400","$12,072","$13,320","$14,748","$112,272","  64,124 ",102,54,100,9
628,IL,17063,Grundy County,2p4c,1596,1524,1772,1675,1105,1110,1455,10237,"$19,152","$18,288","$21,264","$20,100","$13,260","$13,320","$17,460","$122,844","  64,124 ",102,54,100,9
629,IL,17065,Hamilton County,1p0c,531,298,1167,675,294,0,596,3560,"$6,372","$3,576","$14,004","$8,100","$3,528",$0,"$7,152","$42,720","  67,415 ",102,33,27,72
629,IL,17065,Hamilton County,1p1c,774,439,1455,1063,430,640,786,5587,"$9,288","$5,268","$17,460","$12,756","$5,160","$7,680","$9,432","$67,044","  67,415 ",102,33,27,72
629,IL,17065,Hamilton County,1p2c,774,643,1683,1451,502,959,960,6972,"$9,288","$7,716","$20,196","$17,412","$6,024","$11,508","$11,520","$83,664","  67,415 ",102,33,27,72
629,IL,17065,Hamilton County,1p3c,985,858,1799,1839,653,1058,1229,8420,"$11,820","$10,296","$21,588","$22,068","$7,836","$12,696","$14,748","$101,040","  67,415 ",102,33,27,72
629,IL,17065,Hamilton County,1p4c,985,1051,1882,2227,721,1058,1522,9446,"$11,820","$12,612","$22,584","$26,724","$8,652","$12,696","$18,264","$113,352","  67,415 ",102,33,27,72
629,IL,17065,Hamilton County,2p0c,653,546,1391,1350,425,0,803,5168,"$7,836","$6,552","$16,692","$16,200","$5,100",$0,"$9,636","$62,016","  67,415 ",102,33,27,72
629,IL,17065,Hamilton County,2p1c,774,680,1609,1738,515,640,998,6953,"$9,288","$8,160","$19,308","$20,856","$6,180","$7,680","$11,976","$83,436","  67,415 ",102,33,27,72
629,IL,17065,Hamilton County,2p2c,774,861,1717,2126,579,959,1054,8069,"$9,288","$10,332","$20,604","$25,512","$6,948","$11,508","$12,648","$96,828","  67,415 ",102,33,27,72
629,IL,17065,Hamilton County,2p3c,985,1051,1794,2514,721,1058,1227,9350,"$11,820","$12,612","$21,528","$30,168","$8,652","$12,696","$14,724","$112,200","  67,415 ",102,33,27,72
629,IL,17065,Hamilton County,2p4c,985,1287,1856,2902,804,1058,1496,10388,"$11,820","$15,444","$22,272","$34,824","$9,648","$12,696","$17,952","$124,656","  67,415 ",102,33,27,72
630,IL,17067,Hancock County,1p0c,531,326,1199,545,303,0,581,3485,"$6,372","$3,912","$14,388","$6,540","$3,636",$0,"$6,972","$41,820","  69,518 ",102,80,63,45
630,IL,17067,Hancock County,1p1c,774,481,1480,854,444,640,753,5426,"$9,288","$5,772","$17,760","$10,248","$5,328","$7,680","$9,036","$65,112","  69,518 ",102,80,63,45
630,IL,17067,Hancock County,1p2c,774,703,1703,1164,523,959,892,6719,"$9,288","$8,436","$20,436","$13,968","$6,276","$11,508","$10,704","$80,628","  69,518 ",102,80,63,45
630,IL,17067,Hancock County,1p3c,1032,939,1815,1474,698,1058,1158,8173,"$12,384","$11,268","$21,780","$17,688","$8,376","$12,696","$13,896","$98,076","  69,518 ",102,80,63,45
630,IL,17067,Hancock County,1p4c,1032,1149,1894,1784,772,1058,1425,9115,"$12,384","$13,788","$22,728","$21,408","$9,264","$12,696","$17,100","$109,380","  69,518 ",102,80,63,45
630,IL,17067,Hancock County,2p0c,644,598,1414,1089,440,0,757,4942,"$7,728","$7,176","$16,968","$13,068","$5,280",$0,"$9,084","$59,304","  69,518 ",102,80,63,45
630,IL,17067,Hancock County,2p1c,774,744,1628,1399,537,640,938,6660,"$9,288","$8,928","$19,536","$16,788","$6,444","$7,680","$11,256","$79,920","  69,518 ",102,80,63,45
630,IL,17067,Hancock County,2p2c,774,941,1732,1709,607,959,978,7700,"$9,288","$11,292","$20,784","$20,508","$7,284","$11,508","$11,736","$92,400","  69,518 ",102,80,63,45
630,IL,17067,Hancock County,2p3c,1032,1150,1806,2019,773,1058,1127,8964,"$12,384","$13,800","$21,672","$24,228","$9,276","$12,696","$13,524","$107,568","  69,518 ",102,80,63,45
630,IL,17067,Hancock County,2p4c,1032,1408,1866,2329,864,1058,1372,9928,"$12,384","$16,896","$22,392","$27,948","$10,368","$12,696","$16,464","$119,136","  69,518 ",102,80,63,45
631,IL,17069,Hardin County,1p0c,531,298,1193,675,294,0,603,3593,"$6,372","$3,576","$14,316","$8,100","$3,528",$0,"$7,236","$43,116","  62,000 ",102,26,5,99
631,IL,17069,Hardin County,1p1c,774,439,1486,1063,430,640,794,5626,"$9,288","$5,268","$17,832","$12,756","$5,160","$7,680","$9,528","$67,512","  62,000 ",102,26,5,99
631,IL,17069,Hardin County,1p2c,774,643,1718,1451,502,959,972,7019,"$9,288","$7,716","$20,616","$17,412","$6,024","$11,508","$11,664","$84,228","  62,000 ",102,26,5,99
631,IL,17069,Hardin County,1p3c,942,858,1836,1839,637,1058,1220,8390,"$11,304","$10,296","$22,032","$22,068","$7,644","$12,696","$14,640","$100,680","  62,000 ",102,26,5,99
631,IL,17069,Hardin County,1p4c,942,1051,1920,2227,706,1058,1514,9417,"$11,304","$12,612","$23,040","$26,724","$8,472","$12,696","$18,168","$113,004","  62,000 ",102,26,5,99
631,IL,17069,Hardin County,2p0c,588,546,1420,1350,402,0,788,5094,"$7,056","$6,552","$17,040","$16,200","$4,824",$0,"$9,456","$61,128","  62,000 ",102,26,5,99
631,IL,17069,Hardin County,2p1c,774,680,1641,1738,515,640,1006,6994,"$9,288","$8,160","$19,692","$20,856","$6,180","$7,680","$12,072","$83,928","  62,000 ",102,26,5,99
631,IL,17069,Hardin County,2p2c,774,861,1751,2126,579,959,1063,8112,"$9,288","$10,332","$21,012","$25,512","$6,948","$11,508","$12,756","$97,344","  62,000 ",102,26,5,99
631,IL,17069,Hardin County,2p3c,942,1051,1829,2514,706,1058,1219,9319,"$11,304","$12,612","$21,948","$30,168","$8,472","$12,696","$14,628","$111,828","  62,000 ",102,26,5,99
631,IL,17069,Hardin County,2p4c,942,1287,1892,2902,789,1058,1488,10358,"$11,304","$15,444","$22,704","$34,824","$9,468","$12,696","$17,856","$124,296","  62,000 ",102,26,5,99
632,IL,17071,Henderson County,1p0c,579,337,1214,545,324,0,605,3604,"$6,948","$4,044","$14,568","$6,540","$3,888",$0,"$7,260","$43,248","  78,150 ",102,67,48,57
632,IL,17071,Henderson County,1p1c,774,497,1497,854,450,640,763,5476,"$9,288","$5,964","$17,964","$10,248","$5,400","$7,680","$9,156","$65,712","  78,150 ",102,67,48,57
632,IL,17071,Henderson County,1p2c,774,727,1723,1164,532,959,911,6790,"$9,288","$8,724","$20,676","$13,968","$6,384","$11,508","$10,932","$81,480","  78,150 ",102,67,48,57
632,IL,17071,Henderson County,1p3c,1076,971,1835,1474,725,1058,1208,8347,"$12,912","$11,652","$22,020","$17,688","$8,700","$12,696","$14,496","$100,164","  78,150 ",102,67,48,57
632,IL,17071,Henderson County,1p4c,1076,1189,1916,1784,802,1058,1481,9306,"$12,912","$14,268","$22,992","$21,408","$9,624","$12,696","$17,772","$111,672","  78,150 ",102,67,48,57
632,IL,17071,Henderson County,2p0c,668,618,1431,1089,455,0,777,5038,"$8,016","$7,416","$17,172","$13,068","$5,460",$0,"$9,324","$60,456","  78,150 ",102,67,48,57
632,IL,17071,Henderson County,2p1c,774,769,1646,1399,546,640,952,6727,"$9,288","$9,228","$19,752","$16,788","$6,552","$7,680","$11,424","$80,724","  78,150 ",102,67,48,57
632,IL,17071,Henderson County,2p2c,774,974,1752,1709,619,959,994,7780,"$9,288","$11,688","$21,024","$20,508","$7,428","$11,508","$11,928","$93,360","  78,150 ",102,67,48,57
632,IL,17071,Henderson County,2p3c,1076,1189,1827,2019,802,1058,1173,9144,"$12,912","$14,268","$21,924","$24,228","$9,624","$12,696","$14,076","$109,728","  78,150 ",102,67,48,57
632,IL,17071,Henderson County,2p4c,1076,1456,1887,2329,896,1058,1426,10127,"$12,912","$17,472","$22,644","$27,948","$10,752","$12,696","$17,112","$121,524","  78,150 ",102,67,48,57
633,IL,17073,Henry County,1p0c,568,330,1165,466,318,0,568,3413,"$6,816","$3,960","$13,980","$5,592","$3,816",$0,"$6,816","$40,956","  68,964 ",102,98,83,31
633,IL,17073,Henry County,1p1c,849,486,1439,738,473,641,741,5366,"$10,188","$5,832","$17,268","$8,856","$5,676","$7,692","$8,892","$64,392","  68,964 ",102,98,83,31
633,IL,17073,Henry County,1p2c,849,711,1654,1010,552,999,873,6648,"$10,188","$8,532","$19,848","$12,120","$6,624","$11,988","$10,476","$79,776","  68,964 ",102,98,83,31
633,IL,17073,Henry County,1p3c,1118,949,1758,1282,732,1110,1131,8079,"$13,416","$11,388","$21,096","$15,384","$8,784","$13,320","$13,572","$96,948","  68,964 ",102,98,83,31
633,IL,17073,Henry County,1p4c,1118,1163,1832,1554,807,1110,1380,8962,"$13,416","$13,956","$21,984","$18,648","$9,684","$13,320","$16,560","$107,544","  68,964 ",102,98,83,31
633,IL,17073,Henry County,2p0c,687,604,1379,932,457,0,725,4784,"$8,244","$7,248","$16,548","$11,184","$5,484",$0,"$8,700","$57,408","  68,964 ",102,98,83,31
633,IL,17073,Henry County,2p1c,849,752,1585,1204,567,641,906,6503,"$10,188","$9,024","$19,020","$14,448","$6,804","$7,692","$10,872","$78,036","  68,964 ",102,98,83,31
633,IL,17073,Henry County,2p2c,849,952,1682,1476,638,999,944,7540,"$10,188","$11,424","$20,184","$17,712","$7,656","$11,988","$11,328","$90,480","  68,964 ",102,98,83,31
633,IL,17073,Henry County,2p3c,1118,1163,1752,1748,807,1110,1078,8775,"$13,416","$13,956","$21,024","$20,976","$9,684","$13,320","$12,936","$105,300","  68,964 ",102,98,83,31
633,IL,17073,Henry County,2p4c,1118,1424,1807,2019,900,1110,1307,9684,"$13,416","$17,088","$21,684","$24,228","$10,800","$13,320","$15,684","$116,208","  68,964 ",102,98,83,31
634,IL,17075,Iroquois County,1p0c,584,301,1147,599,313,0,591,3535,"$7,008","$3,612","$13,764","$7,188","$3,756",$0,"$7,092","$42,420","  61,076 ",102,79,53,55
634,IL,17075,Iroquois County,1p1c,774,443,1413,942,431,640,746,5388,"$9,288","$5,316","$16,956","$11,304","$5,172","$7,680","$8,952","$64,656","  61,076 ",102,79,53,55
634,IL,17075,Iroquois County,1p2c,774,649,1625,1285,504,959,881,6676,"$9,288","$7,788","$19,500","$15,420","$6,048","$11,508","$10,572","$80,112","  61,076 ",102,79,53,55
634,IL,17075,Iroquois County,1p3c,998,866,1730,1627,660,1058,1127,8067,"$11,976","$10,392","$20,760","$19,524","$7,920","$12,696","$13,524","$96,804","  61,076 ",102,79,53,55
634,IL,17075,Iroquois County,1p4c,998,1061,1806,1970,729,1058,1396,9017,"$11,976","$12,732","$21,672","$23,640","$8,748","$12,696","$16,752","$108,204","  61,076 ",102,79,53,55
634,IL,17075,Iroquois County,2p0c,588,552,1353,1199,403,0,734,4829,"$7,056","$6,624","$16,236","$14,388","$4,836",$0,"$8,808","$57,948","  61,076 ",102,79,53,55
634,IL,17075,Iroquois County,2p1c,774,687,1557,1541,517,640,936,6652,"$9,288","$8,244","$18,684","$18,492","$6,204","$7,680","$11,232","$79,824","  61,076 ",102,79,53,55
634,IL,17075,Iroquois County,2p2c,774,869,1656,1884,582,959,978,7701,"$9,288","$10,428","$19,872","$22,608","$6,984","$11,508","$11,736","$92,412","  61,076 ",102,79,53,55
634,IL,17075,Iroquois County,2p3c,998,1061,1726,2227,729,1058,1113,8912,"$11,976","$12,732","$20,712","$26,724","$8,748","$12,696","$13,356","$106,944","  61,076 ",102,79,53,55
634,IL,17075,Iroquois County,2p4c,998,1299,1783,2569,813,1058,1359,9879,"$11,976","$15,588","$21,396","$30,828","$9,756","$12,696","$16,308","$118,548","  61,076 ",102,79,53,55
635,IL,17077,Jackson County,1p0c,574,325,979,669,318,0,573,3439,"$6,888","$3,900","$11,748","$8,028","$3,816",$0,"$6,876","$41,268","  69,335 ",102,37,17,83
635,IL,17077,Jackson County,1p1c,858,479,1215,1063,473,641,768,5497,"$10,296","$5,748","$14,580","$12,756","$5,676","$7,692","$9,216","$65,964","  69,335 ",102,37,17,83
635,IL,17077,Jackson County,1p2c,858,701,1403,1456,552,999,944,6914,"$10,296","$8,412","$16,836","$17,472","$6,624","$11,988","$11,328","$82,968","  69,335 ",102,37,17,83
635,IL,17077,Jackson County,1p3c,1114,936,1498,1850,726,1110,1245,8479,"$13,368","$11,232","$17,976","$22,200","$8,712","$13,320","$14,940","$101,748","  69,335 ",102,37,17,83
635,IL,17077,Jackson County,1p4c,1114,1146,1565,2244,800,1110,1545,9524,"$13,368","$13,752","$18,780","$26,928","$9,600","$13,320","$18,540","$114,288","  69,335 ",102,37,17,83
635,IL,17077,Jackson County,2p0c,652,596,1167,1338,442,0,760,4954,"$7,824","$7,152","$14,004","$16,056","$5,304",$0,"$9,120","$59,448","  69,335 ",102,37,17,83
635,IL,17077,Jackson County,2p1c,858,742,1348,1732,566,641,980,6867,"$10,296","$8,904","$16,176","$20,784","$6,792","$7,692","$11,760","$82,404","  69,335 ",102,37,17,83
635,IL,17077,Jackson County,2p2c,858,939,1437,2126,636,999,1048,8043,"$10,296","$11,268","$17,244","$25,512","$7,632","$11,988","$12,576","$96,516","  69,335 ",102,37,17,83
635,IL,17077,Jackson County,2p3c,1114,1147,1500,2519,800,1110,1251,9441,"$13,368","$13,764","$18,000","$30,228","$9,600","$13,320","$15,012","$113,292","  69,335 ",102,37,17,83
635,IL,17077,Jackson County,2p4c,1114,1404,1551,2913,891,1110,1530,10512,"$13,368","$16,848","$18,612","$34,956","$10,692","$13,320","$18,360","$126,144","  69,335 ",102,37,17,83
636,IL,17079,Jasper County,1p0c,531,319,1203,675,301,0,612,3642,"$6,372","$3,828","$14,436","$8,100","$3,612",$0,"$7,344","$43,704","  63,731 ",102,18,29,61
636,IL,17079,Jasper County,1p1c,774,471,1565,1063,441,640,825,5778,"$9,288","$5,652","$18,780","$12,756","$5,292","$7,680","$9,900","$69,336","  63,731 ",102,18,29,61
636,IL,17079,Jasper County,1p2c,774,689,1729,1451,518,959,1000,7120,"$9,288","$8,268","$20,748","$17,412","$6,216","$11,508","$12,000","$85,440","  63,731 ",102,18,29,61
636,IL,17079,Jasper County,1p3c,1042,920,1841,1839,695,1058,1311,8706,"$12,504","$11,040","$22,092","$22,068","$8,340","$12,696","$15,732","$104,472","  63,731 ",102,18,29,61
636,IL,17079,Jasper County,1p4c,1042,1126,1921,2227,768,1058,1613,9755,"$12,504","$13,512","$23,052","$26,724","$9,216","$12,696","$19,356","$117,060","  63,731 ",102,18,29,61
636,IL,17079,Jasper County,2p0c,642,586,1500,1350,435,0,840,5353,"$7,704","$7,032","$18,000","$16,200","$5,220",$0,"$10,080","$64,236","  63,731 ",102,18,29,61
636,IL,17079,Jasper County,2p1c,774,729,1655,1738,532,640,1026,7094,"$9,288","$8,748","$19,860","$20,856","$6,384","$7,680","$12,312","$85,128","  63,731 ",102,18,29,61
636,IL,17079,Jasper County,2p2c,774,922,1759,2126,601,959,1087,8229,"$9,288","$11,064","$21,108","$25,512","$7,212","$11,508","$13,044","$98,748","  63,731 ",102,18,29,61
636,IL,17079,Jasper County,2p3c,1042,1127,1834,2514,768,1058,1305,9648,"$12,504","$13,524","$22,008","$30,168","$9,216","$12,696","$15,660","$115,776","  63,731 ",102,18,29,61
636,IL,17079,Jasper County,2p4c,1042,1379,1892,2902,857,1058,1586,10717,"$12,504","$16,548","$22,704","$34,824","$10,284","$12,696","$19,032","$128,604","  63,731 ",102,18,29,61
637,IL,17081,Jefferson County,1p0c,642,311,1099,675,337,0,621,3686,"$7,704","$3,732","$13,188","$8,100","$4,044",$0,"$7,452","$44,232","  86,756 ",102,25,12,87
637,IL,17081,Jefferson County,1p1c,851,459,1360,1063,464,640,795,5631,"$10,212","$5,508","$16,320","$12,756","$5,568","$7,680","$9,540","$67,572","  86,756 ",102,25,12,87
637,IL,17081,Jefferson County,1p2c,851,671,1568,1451,539,959,970,7009,"$10,212","$8,052","$18,816","$17,412","$6,468","$11,508","$11,640","$84,108","  86,756 ",102,25,12,87
637,IL,17081,Jefferson County,1p3c,1064,896,1673,1839,694,1058,1241,8465,"$12,768","$10,752","$20,076","$22,068","$8,328","$12,696","$14,892","$101,580","  86,756 ",102,25,12,87
637,IL,17081,Jefferson County,1p4c,1064,1097,1748,2227,765,1058,1537,9496,"$12,768","$13,164","$20,976","$26,724","$9,180","$12,696","$18,444","$113,952","  86,756 ",102,25,12,87
637,IL,17081,Jefferson County,2p0c,647,570,1303,1350,431,0,787,5088,"$7,764","$6,840","$15,636","$16,200","$5,172",$0,"$9,444","$61,056","  86,756 ",102,25,12,87
637,IL,17081,Jefferson County,2p1c,851,710,1502,1738,553,640,1008,7001,"$10,212","$8,520","$18,024","$20,856","$6,636","$7,680","$12,096","$84,012","  86,756 ",102,25,12,87
637,IL,17081,Jefferson County,2p2c,851,898,1600,2126,619,959,1064,8118,"$10,212","$10,776","$19,200","$25,512","$7,428","$11,508","$12,768","$97,416","  86,756 ",102,25,12,87
637,IL,17081,Jefferson County,2p3c,1064,1097,1670,2514,765,1058,1243,9411,"$12,768","$13,164","$20,040","$30,168","$9,180","$12,696","$14,916","$112,932","  86,756 ",102,25,12,87
637,IL,17081,Jefferson County,2p4c,1064,1343,1726,2902,852,1058,1516,10461,"$12,768","$16,116","$20,712","$34,824","$10,224","$12,696","$18,192","$125,532","  86,756 ",102,25,12,87
638,IL,17083,Jersey County,1p0c,561,292,1177,566,302,0,579,3477,"$6,732","$3,504","$14,124","$6,792","$3,624",$0,"$6,948","$41,724","  76,945 ",102,85,96,12
638,IL,17083,Jersey County,1p1c,750,430,1535,898,418,641,753,5423,"$9,000","$5,160","$18,420","$10,776","$5,016","$7,692","$9,036","$65,076","  76,945 ",102,85,96,12
638,IL,17083,Jersey County,1p2c,750,629,1695,1230,488,999,879,6669,"$9,000","$7,548","$20,340","$14,760","$5,856","$11,988","$10,548","$80,028","  76,945 ",102,85,96,12
638,IL,17083,Jersey County,1p3c,971,839,1803,1561,641,1110,1122,8047,"$11,652","$10,068","$21,636","$18,732","$7,692","$13,320","$13,464","$96,564","  76,945 ",102,85,96,12
638,IL,17083,Jersey County,1p4c,971,1028,1879,1893,708,1110,1382,8971,"$11,652","$12,336","$22,548","$22,716","$8,496","$13,320","$16,584","$107,652","  76,945 ",102,85,96,12
638,IL,17083,Jersey County,2p0c,596,534,1476,1132,400,0,746,4885,"$7,152","$6,408","$17,712","$13,584","$4,800",$0,"$8,952","$58,620","  76,945 ",102,85,96,12
638,IL,17083,Jersey County,2p1c,750,665,1626,1464,501,641,919,6565,"$9,000","$7,980","$19,512","$17,568","$6,012","$7,692","$11,028","$78,780","  76,945 ",102,85,96,12
638,IL,17083,Jersey County,2p2c,750,842,1727,1796,563,999,966,7642,"$9,000","$10,104","$20,724","$21,552","$6,756","$11,988","$11,592","$91,704","  76,945 ",102,85,96,12
638,IL,17083,Jersey County,2p3c,971,1028,1798,2127,708,1110,1094,8836,"$11,652","$12,336","$21,576","$25,524","$8,496","$13,320","$13,128","$106,032","  76,945 ",102,85,96,12
638,IL,17083,Jersey County,2p4c,971,1259,1930,2459,789,1110,1358,9876,"$11,652","$15,108","$23,160","$29,508","$9,468","$13,320","$16,296","$118,512","  76,945 ",102,85,96,12
639,IL,17085,Jo Daviess County,1p0c,578,332,1143,600,322,0,599,3574,"$6,936","$3,984","$13,716","$7,200","$3,864",$0,"$7,188","$42,888","  65,122 ",102,53,68,30
639,IL,17085,Jo Daviess County,1p1c,774,489,1497,944,447,640,783,5573,"$9,288","$5,868","$17,964","$11,328","$5,364","$7,680","$9,396","$66,876","  65,122 ",102,53,68,30
639,IL,17085,Jo Daviess County,1p2c,774,715,1659,1287,527,959,927,6848,"$9,288","$8,580","$19,908","$15,444","$6,324","$11,508","$11,124","$82,176","  65,122 ",102,53,68,30
639,IL,17085,Jo Daviess County,1p3c,979,955,1770,1631,685,1058,1183,8260,"$11,748","$11,460","$21,240","$19,572","$8,220","$12,696","$14,196","$99,120","  65,122 ",102,53,68,30
639,IL,17085,Jo Daviess County,1p4c,979,1169,1850,1974,761,1058,1467,9257,"$11,748","$14,028","$22,200","$23,688","$9,132","$12,696","$17,604","$111,084","  65,122 ",102,53,68,30
639,IL,17085,Jo Daviess County,2p0c,644,608,1436,1201,443,0,794,5127,"$7,728","$7,296","$17,232","$14,412","$5,316",$0,"$9,528","$61,524","  65,122 ",102,53,68,30
639,IL,17085,Jo Daviess County,2p1c,774,757,1589,1544,542,640,970,6815,"$9,288","$9,084","$19,068","$18,528","$6,504","$7,680","$11,640","$81,780","  65,122 ",102,53,68,30
639,IL,17085,Jo Daviess County,2p2c,774,957,1693,1888,613,959,1020,7903,"$9,288","$11,484","$20,316","$22,656","$7,356","$11,508","$12,240","$94,836","  65,122 ",102,53,68,30
639,IL,17085,Jo Daviess County,2p3c,979,1170,1766,2231,761,1058,1171,9135,"$11,748","$14,040","$21,192","$26,772","$9,132","$12,696","$14,052","$109,620","  65,122 ",102,53,68,30
639,IL,17085,Jo Daviess County,2p4c,979,1432,1825,2574,854,1058,1433,10154,"$11,748","$17,184","$21,900","$30,888","$10,248","$12,696","$17,196","$121,848","  65,122 ",102,53,68,30
640,IL,17087,Johnson County,1p0c,592,320,1161,669,323,0,621,3687,"$7,104","$3,840","$13,932","$8,028","$3,876",$0,"$7,452","$44,244","  97,554 ",102,13,18,71
